row_id,order_id,product_id,sales,quantity,discount,profit
125,OR-300051,PR-200855,1812.46,3,0.15,292.0
126,OR-300051,PR-200403,550.51,1,0.0,104.72
127,OR-300052,PR-200941,785.62,3,0.2,86.97
128,OR-300052,PR-201100,237.28,2,0.0,70.9
129,OR-300052,PR-201334,1585.34,2,0.0,337.72
130,OR-300052,PR-201809,4697.7,6,0.0,1081.86
131,OR-300053,PR-200244,166.48,1,0.25,42.15
132,OR-300053,PR-200565,426.5,1,0.15,56.26
133,OR-300054,PR-200859,103.92,4,0.0,20.51
134,OR-300055,PR-200943,236.83,1,0.25,48.81
135,OR-300055,PR-200313,393.3,1,0.15,77.03
136,OR-300055,PR-200123,1272.38,3,0.1,224.14
137,OR-300055,PR-200074,2627.42,4,0.15,1033.9
138,OR-300056,PR-201162,1025.57,4,0.1,294.45
139,OR-300056,PR-200771,705.07,2,0.05,247.4
140,OR-300057,PR-200605,366.77,2,0.15,107.44
141,OR-300058,PR-201390,2558.89,5,0.25,930.44
142,OR-300059,PR-201515,3540.13,5,0.05,1007.63
143,OR-300060,PR-200539,311.04,2,0.1,105.01
144,OR-300060,PR-201817,1044.59,2,0.1,400.2
145,OR-300060,PR-201994,1069.26,2,0.25,105.25
146,OR-300060,PR-201088,344.81,2,0.1,132.32
147,OR-300061,PR-201737,2194.38,6,0.15,195.2
148,OR-300061,PR-201472,778.49,3,0.15,256.18
149,OR-300061,PR-200799,2470.61,6,0.1,592.46
150,OR-300062,PR-201939,566.18,2,0.05,124.39
151,OR-300062,PR-201155,2854.94,4,0.1,587.46
152,OR-300062,PR-201907,2312.64,6,0.2,467.94
153,OR-300063,PR-200161,512.03,2,0.1,44.59
154,OR-300063,PR-201428,371.65,1,0.2,138.8
155,OR-300064,PR-201557,1738.15,4,0.1,576.52
156,OR-300064,PR-200760,1414.39,5,0.1,495.26
157,OR-300065,PR-200928,330.26,3,0.1,108.53
158,OR-300066,PR-200250,126.72,3,0.25,48.81
159,OR-300066,PR-201332,2247.03,5,0.05,749.71
160,OR-300066,PR-200322,2361.64,4,0.1,775.94
161,OR-300066,PR-201814,547.77,3,0.0,123.19
162,OR-300067,PR-200213,4346.28,6,0.0,1090.61
163,OR-300067,PR-201405,531.65,6,0.2,182.37
164,OR-300068,PR-201494,1462.44,5,0.2,248.43
165,OR-300068,PR-200320,449.64,2,0.25,76.17
166,OR-300068,PR-201835,567.78,2,0.2,190.32
167,OR-300069,PR-200230,635.7,4,0.05,227.77
168,OR-300070,PR-201792,3756.19,6,0.05,1388.21
169,OR-300070,PR-200947,403.44,4,0.15,83.95
170,OR-300070,PR-200663,553.59,4,0.15,44.89
171,OR-300071,PR-201669,1045.97,2,0.2,104.72
172,OR-300071,PR-201899,649.2,3,0.2,188.69
173,OR-300071,PR-200093,33.13,1,0.05,7.78
174,OR-300072,PR-200633,399.04,2,0.25,140.04
175,OR-300073,PR-200464,2792.3,5,0.0,910.73
176,OR-300073,PR-200445,1290.99,4,0.25,390.04
177,OR-300073,PR-201012,1383.43,2,0.05,164.52
178,OR-300074,PR-200360,162.13,6,0.25,22.65
179,OR-300074,PR-201487,3915.44,6,0.05,744.21
180,OR-300074,PR-201472,2088.69,3,0.1,720.01
181,OR-300074,PR-201760,3141.1,6,0.05,400.41
182,OR-300075,PR-200002,766.07,3,0.15,230.73
183,OR-300075,PR-201696,1194.64,2,0.05,144.96
184,OR-300076,PR-200961,347.76,4,0.0,89.16
185,OR-300077,PR-201243,2534.04,4,0.0,822.64
186,OR-300077,PR-201652,1266.1,2,0.05,255.7
187,OR-300077,PR-200202,380.7,1,0.05,78.75
188,OR-300077,PR-200725,3257.18,6,0.2,492.24
189,OR-300078,PR-201364,1603.21,6,0.25,519.21
190,OR-300078,PR-201093,1598.31,3,0.15,230.31
191,OR-300078,PR-200906,335.87,3,0.05,132.16
192,OR-300078,PR-201974,1493.38,2,0.05,187.15
193,OR-300079,PR-200519,430.03,2,0.25,152.48
194,OR-300079,PR-201159,867.18,2,0.25,344.32
195,OR-300079,PR-201292,279.41,2,0.1,58.57
196,OR-300080,PR-200761,273.92,6,0.15,43.15
197,OR-300080,PR-201837,3240.69,6,0.15,1155.75
198,OR-300081,PR-200556,1875.71,4,0.15,315.59
199,OR-300082,PR-201754,3802.9,5,0.0,1099.13
200,OR-300082,PR-200663,38.46,2,0.25,3.96
201,OR-300083,PR-201359,584.85,4,0.25,135.41
202,OR-300083,PR-200748,193.98,4,0.25,32.7
203,OR-300083,PR-200975,268.92,1,0.1,70.45
204,OR-300084,PR-201475,171.7,3,0.2,55.85
205,OR-300084,PR-201378,739.83,3,0.1,63.19
206,OR-300084,PR-201911,390.11,6,0.25,78.14
207,OR-300084,PR-200433,1068.08,5,0.2,255.19
208,OR-300085,PR-200037,420.23,3,0.05,123.27
209,OR-300085,PR-200145,2955.88,5,0.15,327.36
210,OR-300086,PR-201926,695.53,2,0.25,151.35
211,OR-300087,PR-200074,3249.51,5,0.15,484.17
212,OR-300087,PR-200337,1360.27,4,0.15,209.51
213,OR-300087,PR-201634,3744.42,5,0.05,457.54
214,OR-300087,PR-201335,2179.36,4,0.0,495.42
215,OR-300088,PR-200721,1282.35,2,0.05,488.61
216,OR-300088,PR-201402,2705.96,5,0.25,816.52
217,OR-300088,PR-200415,366.05,1,0.25,119.47
218,OR-300088,PR-200673,390.91,3,0.2,115.35
219,OR-300089,PR-200296,111.56,1,0.2,11.4
220,OR-300090,PR-200579,2328.62,5,0.1,543.92
221,OR-300090,PR-201456,13.54,1,0.15,5.28
222,OR-300090,PR-200950,817.09,4,0.2,239.34
223,OR-300091,PR-201214,2959.36,4,0.0,634.29
224,OR-300091,PR-200412,2427.8,4,0.15,730.77
225,OR-300091,PR-200069,2065.35,3,0.0,180.46
226,OR-300091,PR-200500,746.9,3,0.05,172.15
227,OR-300092,PR-201971,1445.92,4,0.0,524.11
228,OR-300092,PR-201158,1421.28,6,0.2,430.23
229,OR-300093,PR-201215,2201.83,4,0.05,435.44
230,OR-300093,PR-200225,731.48,2,0.15,155.31
231,OR-300093,PR-200422,1001.08,4,0.0,353.45
232,OR-300094,PR-200714,866.87,3,0.15,138.15
233,OR-300094,PR-201991,1638.01,3,0.1,521.71
234,OR-300094,PR-200629,1302.36,6,0.0,434.14
235,OR-300094,PR-200625,440.92,5,0.2,166.21
236,OR-300095,PR-200564,1752.51,5,0.05,462.62
237,OR-300095,PR-200552,710.66,4,0.2,229.47
238,OR-300095,PR-201713,3215.88,6,0.05,407.62
239,OR-300096,PR-201239,2219.98,6,0.05,879.7
240,OR-300096,PR-201370,2077.6,5,0.2,553.56
241,OR-300097,PR-201981,638.56,1,0.2,142.13
242,OR-300098,PR-200980,603.77,3,0.2,115.49
243,OR-300099,PR-201639,563.11,5,0.05,51.77
244,OR-300099,PR-200020,201.51,1,0.2,44.03
245,OR-300099,PR-200623,2827.92,4,0.05,880.98
246,OR-300099,PR-200457,289.35,5,0.0,36.24
247,OR-300100,PR-201502,940.61,4,0.15,335.4
248,OR-300100,PR-201082,2747.4,6,0.05,510.59
249,OR-300101,PR-201889,2467.2,5,0.0,403.51
250,OR-300102,PR-200812,754.84,4,0.0,114.21
251,OR-300102,PR-201110,1454.55,5,0.05,254.43
252,OR-300102,PR-200375,1264.68,2,0.05,478.67
253,OR-300103,PR-200634,881.32,4,0.1,185.17
254,OR-300103,PR-201343,28.21,1,0.05,8.24
255,OR-300104,PR-200066,2386.12,5,0.25,430.49
256,OR-300105,PR-201542,3648.09,5,0.05,1326.29
257,OR-300105,PR-201339,444.22,1,0.15,97.82
258,OR-300105,PR-200585,361.64,1,0.05,143.91
259,OR-300105,PR-200618,1351.12,2,0.0,175.18
260,OR-300106,PR-201669,2220.57,5,0.1,477.6
261,OR-300106,PR-200692,660.67,2,0.1,207.15
262,OR-300107,PR-201277,44.64,2,0.0,5.49
263,OR-300107,PR-200821,3768.32,5,0.05,547.96
264,OR-300108,PR-200519,1530.92,4,0.0,482.09
265,OR-300108,PR-200251,3683.27,6,0.15,725.1
266,OR-300109,PR-201589,1776.92,4,0.1,569.13
267,OR-300109,PR-200645,1440.88,2,0.0,195.3
268,OR-300110,PR-201928,1094.3,2,0.25,291.25
269,OR-300111,PR-200443,1646.27,3,0.05,156.29
270,OR-300112,PR-200186,2197.88,4,0.05,641.37
271,OR-300113,PR-200899,1834.22,6,0.1,534.45
272,OR-300114,PR-201315,3010.07,6,0.1,1035.31
273,OR-300114,PR-200847,402.8,1,0.2,152.83
274,OR-300114,PR-200374,146.58,3,0.1,41.74
275,OR-300114,PR-200465,2974.28,5,0.15,384.6
276,OR-300115,PR-201035,140.58,1,0.1,38.18
277,OR-300115,PR-201643,2829.69,5,0.1,575.24
278,OR-300115,PR-201552,1062.76,5,0.1,396.15
279,OR-300116,PR-201284,738.66,2,0.0,246.87
280,OR-300116,PR-200204,162.72,2,0.0,19.23
281,OR-300117,PR-201409,1280.62,5,0.25,354.14
282,OR-300117,PR-201371,371.72,1,0.0,132.39
283,OR-300117,PR-200992,1258.79,3,0.25,476.34
284,OR-300118,PR-201422,418.2,3,0.1,131.85
285,OR-300118,PR-201837,382.64,1,0.05,52.1
286,OR-300118,PR-201854,2271.3,4,0.25,366.7
287,OR-300119,PR-200738,397.44,3,0.0,79.57
288,OR-300120,PR-201740,1092.59,2,0.25,344.71
289,OR-300120,PR-201417,3115.62,5,0.05,1222.48
290,OR-300120,PR-200602,1087.83,3,0.0,193.11
291,OR-300120,PR-201721,1627.16,5,0.2,432.23
292,OR-300121,PR-201647,41.58,2,0.1,11.49
293,OR-300122,PR-201253,368.39,3,0.25,82.31
294,OR-300123,PR-200327,2536.19,5,0.15,392.13
295,OR-300123,PR-200378,2509.91,4,0.15,456.93
296,OR-300124,PR-200856,639.33,1,0.1,162.18
297,OR-300125,PR-200309,1196.9,5,0.0,219.3
298,OR-300125,PR-201770,708.4,4,0.05,190.74
299,OR-300126,PR-200948,3308.05,6,0.05,948.22
300,OR-300126,PR-200352,2183.78,5,0.25,708.55
301,OR-300127,PR-200686,1048.7,6,0.2,92.98
302,OR-300128,PR-201482,152.06,1,0.2,49.16
303,OR-300128,PR-200082,183.2,1,0.2,64.58
304,OR-300129,PR-201741,169.23,2,0.05,55.89
305,OR-300129,PR-200762,1113.39,6,0.25,413.89
306,OR-300130,PR-201112,1481.01,4,0.15,259.69
307,OR-300130,PR-200017,614.41,1,0.0,153.52
308,OR-300130,PR-200536,1856.1,5,0.15,332.2
309,OR-300130,PR-200625,1008.27,2,0.25,80.97
310,OR-300131,PR-201307,1764.67,5,0.1,435.26
311,OR-300131,PR-201589,3457.85,6,0.25,721.14
312,OR-300131,PR-201936,1808.73,4,0.25,213.43
313,OR-300131,PR-200891,629.1,6,0.1,182.89
314,OR-300132,PR-200366,166.75,1,0.0,29.65
315,OR-300132,PR-200130,190.55,1,0.2,30.67
316,OR-300133,PR-200184,2353.55,4,0.15,303.83
317,OR-300134,PR-201052,771.03,6,0.25,197.27
318,OR-300134,PR-200116,1193.43,2,0.15,251.98
319,OR-300135,PR-200011,1687.39,3,0.25,222.08
320,OR-300136,PR-201787,13.52,1,0.25,1.28
321,OR-300136,PR-201658,363.31,2,0.2,133.6
322,OR-300137,PR-201725,596.68,5,0.2,194.24
323,OR-300137,PR-200127,295.29,1,0.2,89.53
324,OR-300137,PR-200335,2312.98,4,0.05,819.94
325,OR-300137,PR-200363,3773.68,5,0.05,1366.99
326,OR-300138,PR-201668,1004.67,4,0.25,107.15
327,OR-300138,PR-200688,470.39,6,0.25,182.66
328,OR-300139,PR-200507,1793.76,4,0.0,143.97
329,OR-300140,PR-201843,1097.74,2,0.05,122.65
330,OR-300140,PR-201107,2797.32,5,0.05,536.48
331,OR-300141,PR-200666,3380.62,6,0.25,1288.39
332,OR-300141,PR-200040,2593.66,4,0.15,616.68
333,OR-300141,PR-200194,220.99,6,0.25,68.83
334,OR-300141,PR-201690,547.99,5,0.25,201.46
335,OR-300142,PR-201577,427.23,1,0.15,117.12
336,OR-300142,PR-201958,341.34,4,0.2,103.2
337,OR-300143,PR-200716,1824.84,6,0.25,540.48
338,OR-300143,PR-201466,679.73,6,0.15,136.35
339,OR-300143,PR-201425,1649.54,4,0.05,454.82
340,OR-300144,PR-200418,1197.94,3,0.2,312.62
341,OR-300144,PR-201950,540.72,2,0.05,147.48
342,OR-300144,PR-201374,2032.8,4,0.0,659.6
343,OR-300144,PR-201511,1706.35,3,0.2,607.0
344,OR-300145,PR-201566,1353.68,5,0.2,536.47
345,OR-300145,PR-200623,492.09,1,0.2,136.8
346,OR-300146,PR-200628,2962.33,6,0.1,767.03
347,OR-300146,PR-201404,3072.29,5,0.1,644.57
348,OR-300146,PR-200154,667.72,5,0.2,224.78
349,OR-300146,PR-201734,263.54,3,0.15,41.54
350,OR-300147,PR-200816,2263.2,6,0.2,258.42
351,OR-300147,PR-200779,1498.75,3,0.2,133.31
352,OR-300148,PR-201793,257.86,1,0.05,30.39
353,OR-300148,PR-201817,136.57,1,0.05,52.93
354,OR-300148,PR-200080,1053.34,4,0.2,287.13
355,OR-300148,PR-200125,640.58,1,0.05,106.71
356,OR-300149,PR-200001,2814.6,5,0.2,725.53
357,OR-300149,PR-201791,3491.26,6,0.1,818.32
358,OR-300150,PR-201706,3820.56,6,0.2,730.65
359,OR-300150,PR-201772,44.95,2,0.15,14.93
360,OR-300150,PR-201874,49.49,1,0.05,4.69
361,OR-300151,PR-201212,1398.26,5,0.05,119.6
362,OR-300152,PR-201571,702.91,5,0.15,276.38
363,OR-300152,PR-201361,849.86,3,0.2,82.07
364,OR-300152,PR-201558,2929.88,4,0.0,847.21
365,OR-300153,PR-200063,484.83,1,0.05,105.15
366,OR-300154,PR-201881,682.75,3,0.1,83.36
367,OR-300154,PR-201219,291.43,1,0.1,85.36
368,OR-300154,PR-201955,1541.97,4,0.15,527.23
369,OR-300155,PR-200290,192.08,2,0.1,52.94
370,OR-300155,PR-200893,416.47,4,0.15,135.69
371,OR-300155,PR-200377,226.06,2,0.0,42.09
372,OR-300155,PR-200441,2825.82,6,0.1,623.56
373,OR-300156,PR-201844,911.92,4,0.1,272.77
374,OR-300156,PR-200666,1161.29,3,0.2,255.33
375,OR-300156,PR-200349,646.72,1,0.05,162.33
376,OR-300156,PR-200640,398.94,1,0.0,155.68
377,OR-300157,PR-200208,905.1,2,0.2,88.73
378,OR-300157,PR-201517,486.88,2,0.25,67.75
379,OR-300158,PR-201890,649.74,6,0.15,154.83
380,OR-300158,PR-200871,1045.97,3,0.2,328.52
381,OR-300159,PR-201134,358.1,3,0.2,105.26
382,OR-300159,PR-200348,3851.66,6,0.05,1186.68
383,OR-300159,PR-200640,267.02,1,0.2,49.36
384,OR-300160,PR-200688,322.75,1,0.25,30.69
385,OR-300161,PR-200629,1040.09,3,0.1,295.76
386,OR-300161,PR-200730,397.74,2,0.2,124.96
387,OR-300161,PR-201747,1260.72,6,0.15,148.9
388,OR-300161,PR-201189,1359.19,3,0.2,308.57
389,OR-300162,PR-200682,637.34,2,0.2,57.16
390,OR-300163,PR-200170,527.61,1,0.05,181.58
391,OR-300163,PR-201067,3334.63,5,0.15,1265.92
392,OR-300163,PR-201050,1566.47,4,0.05,532.39
393,OR-300163,PR-201140,277.22,1,0.05,64.75
394,OR-300164,PR-200376,1490.8,3,0.1,205.87
395,OR-300164,PR-200911,1377.0,6,0.1,476.65
396,OR-300164,PR-200435,1497.41,3,0.15,508.96
397,OR-300164,PR-201606,217.0,5,0.2,56.56
398,OR-300165,PR-200599,1778.47,3,0.15,192.14
399,OR-300165,PR-200981,2271.3,4,0.05,612.34
400,OR-300166,PR-201666,391.01,4,0.2,103.3
401,OR-300166,PR-201819,1730.09,4,0.15,283.45
402,OR-300167,PR-200229,346.26,1,0.2,65.41
403,OR-300168,PR-200335,454.28,1,0.2,122.76
404,OR-300168,PR-201358,1093.73,5,0.1,147.07
405,OR-300168,PR-200603,743.65,4,0.2,244.27
406,OR-300169,PR-200349,3285.05,5,0.1,1128.89
407,OR-300169,PR-201822,818.85,4,0.25,215.13
408,OR-300169,PR-201544,456.96,5,0.2,145.04
409,OR-300169,PR-201725,262.68,5,0.05,27.02
410,OR-300170,PR-200612,1647.19,5,0.25,452.48
411,OR-300170,PR-201761,2449.67,4,0.15,207.25
412,OR-300171,PR-201660,603.33,1,0.05,130.41
413,OR-300171,PR-201557,723.54,2,0.15,285.26
414,OR-300171,PR-200214,150.15,1,0.05,42.68
415,OR-300172,PR-201738,522.75,5,0.0,138.53
416,OR-300172,PR-201248,2679.68,4,0.0,450.27
417,OR-300172,PR-201876,1402.5,3,0.0,443.36
418,OR-300172,PR-201264,3306.51,6,0.25,870.65
419,OR-300173,PR-200758,334.13,3,0.15,125.59
420,OR-300174,PR-201286,1251.7,6,0.2,315.81
421,OR-300175,PR-200399,1087.14,2,0.0,346.54
422,OR-300175,PR-200248,373.52,1,0.2,39.42
423,OR-300175,PR-200509,454.56,5,0.2,179.61
424,OR-300176,PR-200248,1165.9,2,0.0,307.41
425,OR-300176,PR-201413,1090.2,5,0.2,365.47
426,OR-300176,PR-201752,2889.95,5,0.0,493.29
427,OR-300177,PR-200423,250.92,4,0.1,94.96
428,OR-300177,PR-201628,1719.17,5,0.15,554.27
429,OR-300177,PR-200286,230.73,4,0.25,44.2
430,OR-300177,PR-201475,1566.26,5,0.05,230.05
431,OR-300178,PR-201115,1990.81,3,0.15,216.82
432,OR-300178,PR-201296,1050.31,3,0.05,112.91
433,OR-300178,PR-200684,2504.28,4,0.05,668.97
434,OR-300179,PR-200207,825.49,4,0.15,318.71
435,OR-300180,PR-200965,630.56,4,0.0,223.02
436,OR-300180,PR-201115,1297.99,5,0.25,260.93
437,OR-300181,PR-201067,280.35,1,0.1,45.43
438,OR-300181,PR-201673,3306.72,6,0.0,301.53
439,OR-300182,PR-201096,3755.9,6,0.15,1295.92
440,OR-300182,PR-200087,2313.66,3,0.0,324.96
441,OR-300182,PR-201147,67.83,5,0.15,26.7
442,OR-300183,PR-200427,385.41,4,0.2,138.42
443,OR-300183,PR-200539,1179.58,6,0.1,265.47
444,OR-300183,PR-201083,879.66,5,0.1,293.95
445,OR-300183,PR-201897,373.32,1,0.2,125.11
446,OR-300184,PR-201166,241.46,2,0.2,78.31
447,OR-300185,PR-201545,231.37,3,0.25,36.07
448,OR-300185,PR-201702,1114.48,3,0.15,137.58
449,OR-300185,PR-201005,352.46,1,0.05,30.6
450,OR-300186,PR-201718,1871.67,3,0.0,271.37
451,OR-300186,PR-201939,765.86,2,0.2,282.12
452,OR-300186,PR-201038,599.59,4,0.15,133.0
453,OR-300186,PR-201530,2194.53,3,0.05,689.82
454,OR-300187,PR-200028,200.3,3,0.25,16.56
455,OR-300187,PR-200025,3293.19,5,0.1,466.84
456,OR-300187,PR-201691,4203.48,6,0.0,586.86
457,OR-300187,PR-200261,430.52,4,0.1,142.94
458,OR-300188,PR-201831,371.1,1,0.25,107.16
459,OR-300188,PR-200922,432.54,4,0.1,139.51
460,OR-300189,PR-200204,827.33,5,0.1,164.47
461,OR-300189,PR-201599,1011.82,2,0.25,105.32
462,OR-300189,PR-201272,2073.42,4,0.1,231.42
463,OR-300190,PR-200057,2352.8,5,0.2,545.6
464,OR-300190,PR-201524,2517.22,4,0.2,529.12
465,OR-300190,PR-200375,523.53,2,0.15,182.94
466,OR-300190,PR-201624,321.26,2,0.0,52.95
467,OR-300191,PR-200220,3326.6,5,0.0,303.86
468,OR-300192,PR-201408,625.12,4,0.15,52.41
469,OR-300193,PR-201913,1253.08,2,0.0,338.66
470,OR-300194,PR-200143,1266.12,5,0.15,489.61
471,OR-300194,PR-201194,19.41,1,0.15,4.51
472,OR-300195,PR-200498,442.93,2,0.2,172.31
473,OR-300195,PR-200053,628.01,4,0.15,68.22
474,OR-300195,PR-201541,502.23,1,0.05,65.93
475,OR-300195,PR-200223,746.84,2,0.15,195.1
476,OR-300196,PR-200291,196.49,2,0.1,35.6
477,OR-300196,PR-201888,2799.81,6,0.25,589.09
478,OR-300196,PR-200229,387.98,4,0.05,98.97
479,OR-300196,PR-201975,387.06,1,0.0,87.29
480,OR-300197,PR-201689,1100.29,2,0.1,389.71
481,OR-300197,PR-201906,302.44,2,0.05,33.18
482,OR-300198,PR-200439,1134.25,5,0.0,142.25
483,OR-300198,PR-201500,2824.22,6,0.2,471.39
484,OR-300199,PR-200426,712.66,6,0.25,199.66
485,OR-300200,PR-200837,421.17,1,0.2,143.99
486,OR-300200,PR-201474,127.2,5,0.25,15.63
487,OR-300200,PR-201941,1793.66,3,0.1,478.89
488,OR-300200,PR-200718,299.33,1,0.05,34.08
